2022 Federal Election House of Representatives Distribution of Preferences By Polling Place [27966 04/07/2022 14:40:29      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,CountNum,BallotPosition,CandidateId,Surname,GivenNm,PartyAb,PartyNm,SittingMemberFl,CalculationType,CalculationValue
"VIC","200","Bendigo","0","ABSENT","2","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Transfer Count","24"
"VIC","200","Bendigo","0","ABSENT","2","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Transfer Percent","20.000"
"VIC","200","Bendigo","0","ABSENT","2","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Preference Count","125"
"VIC","200","Bendigo","0","ABSENT","2","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Preference Percent","6.530"
"VIC","200","Bendigo","0","ABSENT","2","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Transfer Count","13"
"VIC","200","Bendigo","0","ABSENT","2","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Transfer Percent","10.830"
"VIC","200","Bendigo","0","ABSENT","3","1","37782","LAURIE","James Bonneville","IND","Independent","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","3","1","37782","LAURIE","James Bonneville","IND","Independent","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","3","1","37782","LAURIE","James Bonneville","IND","Independent","N","Transfer Count","0"
"VIC","200","Bendigo","0","ABSENT","3","1","37782","LAURIE","James Bonneville","IND","Independent","N","Transfer Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","3","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Preference Count","733"
"VIC","200","Bendigo","0","ABSENT","3","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Preference Percent","38.280"
"VIC","200","Bendigo","0","ABSENT","3","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Transfer Count","7"
"VIC","200","Bendigo","0","ABSENT","3","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Transfer Percent","5.600"
"VIC","200","Bendigo","0","ABSENT","3","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Preference Count","429"
"VIC","200","Bendigo","0","ABSENT","3","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Preference Percent","22.400"
"VIC","200","Bendigo","0","ABSENT","3","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Transfer Count","13"
"VIC","200","Bendigo","0","ABSENT","3","3","36706","SCHADE","Darin Courtney","LP","Liberal Party of Australia (Victorian Division)","N","Transfer Percent","10.400"
"VIC","200","Bendigo","0","ABSENT","3","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Preference Count","484"
"VIC","200","Bendigo","0","ABSENT","3","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Preference Percent","25.270"
"VIC","200","Bendigo","0","ABSENT","3","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Transfer Count","19"
"VIC","200","Bendigo","0","ABSENT","3","4","36499","SINCLAIR","Catherine Margaret","GVIC","The Australian Greens - Victoria","N","Transfer Percent","15.200"
"VIC","200","Bendigo","0","ABSENT","3","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","3","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","3","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Transfer Count","0"
"VIC","200","Bendigo","0","ABSENT","3","5","36895","BANSEMER","Matthew Joseph","LDP","Liberal Democratic Party","N","Transfer Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","3","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Preference Count","269"
"VIC","200","Bendigo","0","ABSENT","3","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Preference Percent","14.050"
"VIC","200","Bendigo","0","ABSENT","3","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Transfer Count","86"
"VIC","200","Bendigo","0","ABSENT","3","6","37758","MIHAIL","Benjamin Joshua","ON","Pauline Hanson's One Nation","N","Transfer Percent","68.800"
"VIC","200","Bendigo","0","ABSENT","3","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","3","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","3","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Transfer Count","-125"
"VIC","200","Bendigo","0","ABSENT","3","7","35980","SUARES","Elijah","UAPP","United Australia Party","N","Transfer Percent","-100.000"
"VIC","200","Bendigo","0","ABSENT","4","1","37782","LAURIE","James Bonneville","IND","Independent","N","Preference Count","0"
"VIC","200","Bendigo","0","ABSENT","4","1","37782","LAURIE","James Bonneville","IND","Independent","N","Preference Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","4","1","37782","LAURIE","James Bonneville","IND","Independent","N","Transfer Count","0"
"VIC","200","Bendigo","0","ABSENT","4","1","37782","LAURIE","James Bonneville","IND","Independent","N","Transfer Percent","0.000"
"VIC","200","Bendigo","0","ABSENT","4","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Preference Count","798"
"VIC","200","Bendigo","0","ABSENT","4","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Preference Percent","41.670"
"VIC","200","Bendigo","0","ABSENT","4","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Transfer Count","65"
"VIC","200","Bendigo","0","ABSENT","4","2","36424","CHESTERS","Lisa Marie","ALP","Australian Labor Party (Victorian Branch)","Y","Transfer Percent","24.160"
